Question	Option A	Option B	Option C	Option D
"What is a key difference between the ""Create or Modify System Process"" technique and the ""Persistence"" tactic?,The former focuses on establishing a presence, while the latter focuses on maintaining it,The former is more applicable to mobile devices, while the latter is more relevant to enterprise systems,The former is a specific action, while the latter is a broader goal,The former is more difficult to detect, while the latter is more easily mitigated,C,The document clarifies that ""Create or Modify System Process"" is a technique used for persistence, highlighting that the former is a specific action taken to achieve the broader goal of persistence.,"				
"In the context of ""Create or Modify System Process,"" what is the significance of monitoring ""Sysmon Event ID 6""?,It indicates suspicious network connections,It signifies the creation of a new service driver,It suggests a change in user account privileges,It logs attempts to access sensitive files,B,The document mentions that Sysmon Event ID 6 specifically relates to new service driver installations and loads.,"				
What is the primary purpose of a Launch Agent in macOS? ,To execute system utilities on startup.,To provide background services for applications.,To automate user-defined tasks at login.,To update software components regularly.,C,Launch Agents are designed to automate user-defined tasks, such as launching applications or executing scripts, at login. They are not primarily used for system utilities, background services, or software updates.,				
"Which of the following MITRE ATT&CK techniques describes the use of Launch Agents for persistence? ,T1059.003 -  Launch Agent ,T1059.007 -  Windows Registry Run Keys / Startup Folder ,T1563.001 -  Create or Modify System Process ,T1563.002 -  Create or Modify System Process:  Hijack Execution Flow ,C,The technique ""T1563.001 -  Create or Modify System Process"" covers the general concept of manipulating system processes for persistence, and Launch Agents are a specific example of this technique on macOS.,"				
Which of the following is NOT a mitigation strategy against Launch Agent abuse? ,Enforcing file permissions on the ~/Library/LaunchAgents folder.,Using an endpoint detection and response (EDR) solution to monitor for suspicious launch agent activity.,Monitoring changes to the ProgramArguments key of Launch Agents.,Disabling the Launchd service in the macOS settings.,D,Disabling Launchd would significantly impact system functionality and is not a recommended mitigation strategy. The other options are valid and effective mitigation measures.,				
What are the common key-value pairs used in Launch Agent property list (.plist) files to enable persistence? ,Label and ProgramArguments ,RunAtLoad and KeepAlive ,ProgramArguments and RunAtLoad ,KeepAlive and Label ,B,The RunAtLoad and KeepAlive keys are critical for establishing persistence. RunAtLoad ensures the Launch Agent executes at user login, while KeepAlive keeps it running even after the user logs out.,				
Which of the following is NOT a known malware that utilizes Launch Agents for persistence? ,Bundlore ,CoinTicker ,MacMa ,Metasploit ,D,Metasploit is a penetration testing framework and does not have a known variant that utilizes Launch Agents for persistence. The other options are known malware families that exploit Launch Agents for persistence.,				
How does KnockKnock, a tool developed by Objective-See, help in detecting Launch Agent-related threats? ,It monitors for changes in the system's boot process. ,It detects suspicious network connections initiated by Launch Agents. ,It analyzes the contents of Launch Agent property list files for malicious activity. ,It identifies unauthorized modifications to the /tmp and /shared folders.,C,KnockKnock specifically focuses on analyzing Launch Agent property list files to detect malicious configurations and actions. It doesn't directly monitor boot processes, network connections, or file changes in /tmp and /shared folders.,				
Which of the following is a key indicator of a compromised Launch Agent? ,A Launch Agent with a ProgramArguments key pointing to an executable in the /tmp folder. ,A Launch Agent with a RunAtLoad key set to true. ,A Launch Agent with a Label key matching a legitimate system process name. ,Both A and B. ,D,Both options A and B are strong indicators of a compromised Launch Agent. Executing from /tmp and using RunAtLoad for persistence are typical signs of malicious behavior.,				
What is a crucial factor to consider when monitoring Launch Agents for suspicious activity? ,The location of the Launch Agent property list file. ,The time of creation of the Launch Agent. ,The username under which the Launch Agent is running. ,All of the above. ,D,All of these factors are essential for assessing the legitimacy and potential risk associated with a Launch Agent. The location, time of creation, and username can all provide valuable clues to identify suspicious behavior.,				
Which of the following is NOT an appropriate defensive strategy against Launch Agent threats on macOS? ,Regularly auditing the ~/Library/LaunchAgents folder for unauthorized files. ,Using a security information and event management (SIEM) system to detect suspicious Launch Agent activity. ,Implementing a strict access control policy for system administrator accounts. ,Installing and running antivirus software on all macOS devices. ,D,While antivirus software can be helpful in detecting malware, it's not a primary defense against Launch Agent threats. The other options are more effective and targeted defensive strategies for preventing and mitigating Launch Agent abuse. ,				
What are the most crucial factors to consider when implementing a security policy related to Launch Agents? ,The allowed locations for Launch Agent files. ,The allowed values for the RunAtLoad key. ,The allowed names for Launch Agent property list files. ,Both A and B. ,D,The most crucial factors are the allowed locations for Launch Agent files and the allowed values for the RunAtLoad key. These aspects directly control where Launch Agents can be installed and whether they execute at user login. While the file name can be a consideration, it's less critical than the other two factors.				
What is the primary mechanism for establishing persistence using Systemd services, as described in the document?,Creating new service files,Altering the commands executed by a .service file's directive,Modifying the user directive a .service file executes as,All of the above,D,All of the mentioned techniques - creating new service files, altering commands, and modifying user directives - are used by adversaries to establish persistence through Systemd services.				
"What is the purpose of the ""WantedBy=multi-user.target"" configuration in the context of Systemd services, as exemplified by the Sandworm Team's GOGETTER exploit?,To ensure the service starts before the system boots up,To run the service when the system begins accepting user logins,To provide high priority to the service,To automatically restart the service if it crashes,B,The ""WantedBy=multi-user.target"" configuration ensures that the GOGETTER service starts when the system begins accepting user logins, thus establishing persistence."				
Which of the following MITRE ATT&CK techniques directly relates to the manipulation of Systemd services for persistence?,T1057.001 - Create or Modify System Process: Systemd Service,T1059 - Command and Scripting Interpreter,T1550.002 - User Execution: Non-System User,T1563.001 - Create or Modify System Process: User Execution,A,T1057.001 - Create or Modify System Process: Systemd Service directly addresses the manipulation of Systemd services for persistence, as described in the document.				
In the context of Systemd service security, what is the significance of restricting read/write access to systemd unit files?,It prevents unauthorized users from installing malicious software,It mitigates the risk of unauthorized modification of service configurations,It limits the ability of attackers to exfiltrate sensitive data,It restricts the creation of new systemd services,B,Restricting read/write access to systemd unit files effectively mitigates the risk of unauthorized modification of service configurations, which is a critical defensive strategy.				
Which of the following directories is NOT a common location for storing systemd service unit files?,/etc/systemd/system, /usr/lib/systemd/system/,/home//.config/systemd/user/,/var/log/systemd,D,/var/log/systemd is used for storing systemd logs, not for service unit files. The other directories are standard locations for systemd configuration.				
Which of the following tools can be used to detect suspicious Systemd services based on their execution status?,systemctl,netstat,ps,who,A,The systemctl utility can be used to list and examine system services, allowing security professionals to identify suspicious or potentially malicious services.				
Which of the following is NOT a recommended mitigation strategy for securing Systemd services, as described in the document?,Restricting software installation to trusted repositories only,Auditing file creation and modification events in systemd directories,Monitoring for new constructed systemd services,Disabling the systemctl utility for all users except administrators,D,Disabling the systemctl utility for all users except administrators is an overly restrictive measure that could hinder legitimate system administration tasks. The other options are valid mitigation strategies.				
"Which of the following is a potential indicator of malicious Systemd service activity?,A suspicious process with a parent process of ""systemd"" and a parent process ID of 1,A newly created systemd service that runs as a non-privileged user,A .service file that references a legitimate executable,An empty systemd service unit file,A,A suspicious process with a parent process of ""systemd"" and a parent process ID of 1 is a strong indicator of a process spawned by a systemd service, potentially malicious."				
"Which of the following statements regarding the ""User"" directive in a .service file is TRUE?,It specifies the user account under which the service should be executed,It defines the user permissions required for the service to operate,It controls access to the service's configuration files,It determines the priority level of the service,A,The ""User"" directive in a .service file explicitly specifies the user account under which the service should execute, potentially allowing attackers to elevate privileges."				
Which of the following is NOT a potential source of information for building a baseline of legitimate Systemd service configurations?,Analyzing the systemd service unit files on a trusted system,Monitoring for new systemd services created by legitimate applications,Reviewing security logs for suspicious systemd service activity,Consulting the vendor documentation for the operating system,C,While monitoring security logs is crucial, it primarily focuses on identifying suspicious activity rather than providing a baseline of legitimate configurations. The other options are valid sources for establishing a baseline.				
What is the most suitable MITRE ATT&CK pattern technique for detecting an adversary using CreateServiceW() API to load a malicious driver for persistence?,T1057.001 -  Create or Modify System Process: Windows Service,T1055.001 -  Process Injection: Dynamic-Link Library Injection,T1059.001 -  Command and Control: Non-Standard Port,T1069.001 -  Execution: Command Line,A,The CreateServiceW() API is specifically used to create or modify Windows services, making T1057.001 the most relevant technique for detecting such activities.				
"How does the adversary typically make detection of malicious services more difficult?,By using a service name that is related to a legitimate operating system component,By installing the malicious service without modifying the Windows Registry,By using a service name that is too generic, like ""Service1"",By encrypting the service executable with a strong encryption algorithm,A,The text mentions using ""Masquerade Task or Service"" as a technique, indicating the adversary would choose a service name mimicking a legitimate one to avoid detection."				
In an enterprise environment, which of the following is a recommended mitigation strategy against adversaries exploiting Windows services?,Implementing multi-factor authentication for all service accounts,Disabling all Windows services except those deemed absolutely essential,Configuring Intrusion Detection Systems (IDS) to monitor for suspicious network traffic associated with service modifications,Employing a strong password policy for all user accounts,C, While all options contribute to security, the most direct mitigation against service abuse is to monitor network traffic for suspicious activity related to service modifications, which is the primary role of an IDS.				
What is the primary reason why adversaries might use a service to escalate privileges?,Services are inherently run with administrator privileges,Services can be modified to directly access sensitive user data,Services are designed to be executed with SYSTEM privileges,Services allow attackers to bypass authentication mechanisms,C, Services are executed under SYSTEM privileges, which grants them high-level access, making them attractive for privilege escalation by adversaries.				
Which of the following events should be monitored to detect the creation of a new service with an unusual directory path?,Event ID 4697 and 7045,Event ID 6 and 12,Event ID 13 and 14,Event ID 4688 and 4697,A,Event IDs 4697 and 7045 are specifically related to the creation of new services, making them suitable for detecting suspicious service creation attempts with unusual directory paths.				
"What type of analytic can be used to identify a potential malicious service launch using cmd.exe, based on the text provided?,Searching for processes named ""cmd.exe"" with a parent process of ""services.exe"",Monitoring for events where cmd.exe is launched with the ""/c"" flag,Identifying instances of cmd.exe executing commands with system privileges,Analyzing the command-line arguments of services.exe for suspicious commands,A, The text recommends monitoring for processes named ""cmd.exe"" with a parent process of ""services.exe"" as a way to detect potential malicious service launches, as this scenario should not occur normally."				
How does Driver Signature Enforcement mitigate the risk of malicious driver installation?,By preventing the installation of any unsigned driver,By verifying the digital signature of a driver before installation,By requiring administrator privileges for driver installation,By blocking all third-party driver installations,B, Driver Signature Enforcement primarily mitigates the risk by verifying the digital signature of a driver before installation, ensuring that it comes from a trusted source.				
What is the recommended approach for monitoring service driver installations?,Focusing on drivers signed by Microsoft and ignoring others,Filtering and excluding driver load events signed by known legitimate publishers,Monitoring all driver load events, regardless of the signature,Prioritizing drivers installed during known software update cycles,B, Filtering and excluding driver load events signed by known legitimate publishers helps reduce alert volume and false positives, allowing for more efficient detection of suspicious driver installations.				
"What is a key characteristic of a legitimate Windows service?,It runs under the SYSTEM user account,It has a predefined entry point named ""SvcMain"",It is always automatically started at system boot,It is installed in the ""C:\Windows\System32"" directory,B, Legitimate Windows services have a specific entry point called ""SvcMain"", which is crucial for their proper execution and recognition."				
"Which of the following is a technique that adversaries use to evade detection when modifying services?,Using the ""sc.exe"" command to modify services,Creating new services with a random name,Changing the service startup type to ""automatic"",Using a service name that mimics a legitimate OS component,D, Mimicking legitimate OS components through service names is a common technique for adversaries to evade detection, as it blends in with legitimate services."				
What is the primary purpose of Launch Daemons on macOS?,,To provide access to shared resources, updates to software, or conduct automation tasks.,To facilitate user login and authentication.,To manage system-level processes and resources.,To monitor network traffic and detect malicious activity.,A,Launch Daemons are used to provide access to shared resources, updates to software, or conduct automation tasks, as stated in the text.				
Which of the following MITRE ATT&CK techniques is MOST relevant to the creation of a malicious Launch Daemon?,T1543.003: Create or Modify System Process: Launch Daemon,T1546.002: Create Account: Local,T1055.001: Process Injection,T1070.004: Indicator Removal from Tools,A,The text explicitly describes the creation of malicious Launch Daemons as a method of persistence, aligning with the T1543.003: Create or Modify System Process: Launch Daemon technique.				
What is a potential security vulnerability related to Launch Daemons?,,Malicious Launch Daemons can be created and executed with administrative privileges.,Launch Daemons can be used to bypass system controls and elevate privileges.,Launch Daemons can be used to monitor and steal user data.,All of the above.,D,The text states that Launch Daemons run with administrative privileges and that poor configurations can allow adversaries to modify executables referenced by Launch Daemons. This indicates that Launch Daemons are vulnerable to both malicious creation and manipulation, leading to privilege escalation and potential data theft.				
Which of the following is NOT a recommended mitigation strategy for addressing the security risks associated with Launch Daemons?,,Regularly audit folder permissions and changes made by third-party software.,Restrict user account privileges to prevent unauthorized creation of Launch Daemons.,Monitor for new files added to the /Library/LaunchDaemons/ folder.,Disable all Launch Daemons to prevent any potential exploitation.,D,Disabling all Launch Daemons is not a feasible mitigation strategy as it would disrupt essential system functions. Instead, the focus should be on identifying and mitigating the risks associated with specific Launch Daemons.				
How can defenders identify potentially malicious Launch Daemons?,By monitoring for new files added to the /Library/LaunchDaemons/ folder.,By analyzing the Program parameter of Launch Daemons to ensure it points to signed code.,By examining the RunAtLoad parameter and ensuring it is set to true only for trusted Launch Daemons.,By examining the Launch Daemon's plist file and ensuring it does not contain any suspicious entries.,All of the above.,E,All the mentioned methods are effective for identifying potentially malicious Launch Daemons. Monitoring for new files, analyzing the Program and RunAtLoad parameters, and examining the plist file for suspicious entries contribute to a comprehensive detection strategy.				
"What is the significance of the ""RunAtLoad"" parameter in a Launch Daemon's plist file?,It specifies the name of the executable program to be launched.,It determines the frequency of the Launch Daemon's execution.,It defines the user account under which the Launch Daemon will run.,It specifies whether the Launch Daemon should be executed at startup.,D,The ""RunAtLoad"" parameter in a Launch Daemon's plist file determines whether the Launch Daemon should be executed at startup. If set to ""true,"" the Launch Daemon will execute immediately upon system initialization."				
"What is the primary function of the ""Program"" parameter in a Launch Daemon's plist file?,,It defines the user account under which the Launch Daemon will run.,It specifies the frequency of the Launch Daemon's execution.,It specifies the path to the executable file to be launched.,It defines the name of the Launch Daemon.,C,The ""Program"" parameter in a Launch Daemon's plist file specifies the path to the executable file that will be launched when the Launch Daemon is executed. This parameter is crucial for determining the program's execution."				
Which of the following tools or techniques can be used to detect suspicious changes to Launch Daemons on a macOS system?,File integrity monitoring tools,Security Information and Event Management (SIEM) solutions,Endpoint Detection and Response (EDR) solutions,All of the above.,D,All the mentioned tools and techniques can be used to detect suspicious changes to Launch Daemons on a macOS system. File integrity monitoring tools track file modifications, SIEM solutions aggregate and analyze security events, and EDR solutions provide real-time monitoring and response capabilities.				
Which of the following best describes the type of security control that limits the privileges of user accounts?,,Administrative control,Physical control,Technical control,Logical control.,C,Limiting user account privileges is a technical control. Technical controls are implemented using technology to reduce or mitigate cybersecurity risks. This includes access control mechanisms, encryption, firewalls, and intrusion detection systems.				
In the context of Launch Daemons, what is the significance of the System Integrity Protection (SIP) feature in macOS?,,SIP prevents unauthorized access to critical system files, including Launch Daemons in /System/Library/LaunchDaemons/.,SIP automatically removes any malicious Launch Daemons from the system.,SIP encrypts all Launch Daemons to prevent unauthorized access.,SIP restricts the use of Launch Daemons to only authorized users.,A,SIP (System Integrity Protection) is a macOS security feature that protects critical system files, including Launch Daemons located in /System/Library/LaunchDaemons/. This prevents unauthorized modification or removal of these essential system components.				
"What is a potential defense strategy against adversaries creating persistent containers using ""docker run"" or ""podman run"" with ""restart=always""?,Enforce container services in rootless mode,Limit access to docker/podman to authorized users,Monitor for suspicious uses of docker/podman,All of the above,D,All of the provided options are valid defense strategies against adversaries creating persistent containers using ""docker run"" or ""podman run"" with ""restart=always"". Enforcing rootless mode reduces the potential for privilege escalation, limiting access to authorized users restricts unauthorized actions, and monitoring suspicious activity helps detect malicious attempts.,"				
"What is the name of the MITRE ATT&CK technique associated with adversaries creating or modifying container services to achieve persistence or privilege escalation?,Create or Modify System Process (T1547.002),Lateral Movement (T1071),Privilege Escalation (T1068),Command and Control (T1070),A,The provided text specifically describes the adversary tactic of creating or modifying container services for persistence or privilege escalation, which aligns with the MITRE ATT&CK technique ""Create or Modify System Process"" (T1547.002).,"				
"Which of the following is NOT a mitigation against adversaries leveraging container management tools for malicious purposes in Kubernetes environments?,Enforce rootless mode for container services,Limit access to ""kubectl"" to authorized users,Monitor for suspicious uses of ""kubectl"",Utilize Network Segmentation to restrict access to container clusters,D,While Network Segmentation is a valuable security practice, it is not a direct mitigation against adversaries exploiting container management tools in Kubernetes environments. Enforcing rootless mode, limiting access to ""kubectl"", and monitoring its usage directly address the vulnerabilities related to container management tools.,"				
"In a Kubernetes environment, how can an adversary ensure that containers are persistently deployed across all nodes, including newly added ones?,Using the ""nodeSelector"" field in the pod spec to deploy to specific nodes,Using the ""nodeName"" field in the pod spec to deploy to specific nodes,Leveraging DaemonSets to deploy containers on all nodes,Using ""docker run"" or ""podman run"" with ""restart=always"",C,The provided text explicitly mentions that DaemonSets in Kubernetes allow adversaries to deploy containers persistently on all nodes, even those added later to the cluster. This behavior distinguishes DaemonSets from the other options.,"				
"What is a common detection strategy for identifying malicious containers that repeatedly execute payloads as part of persistence or privilege escalation?,Monitoring for suspicious uses of ""docker"" or ""podman"",Analyzing container logs for repeated execution of suspicious commands,Monitoring for containers with unusual resource consumption patterns,All of the above,D,The provided text suggests monitoring suspicious uses of ""docker"" or ""podman"" and identifying containers that repeatedly execute malicious payloads. Additionally, analyzing container logs and monitoring resource consumption can help detect suspicious behavior associated with persistent containers.,"				
Which of the following is a potential security concern when using container services in rootful mode?,Limited resource allocation for containers,Increased attack surface due to higher privilege level,Inability to run specific container images,Increased vulnerability to denial-of-service attacks,B,Using container services in rootful mode grants containers elevated privileges, expanding the attack surface and potentially allowing an adversary to exploit vulnerabilities for privilege escalation or other malicious actions. The other options are not directly related to the security concerns of using rootful mode.,				
What is the primary objective of enforcing the use of container services in rootless mode as a defense strategy?,To prevent container services from accessing the host operating system,To limit the impact of container failures on the host system,To enhance the performance of containerized applications,To reduce the potential for privilege escalation by malicious actors,D,Enforcing rootless mode for container services aims to limit the potential for privilege escalation by malicious actors. Running containers in rootless mode restricts their access to the host system, mitigating the risk of exploitation for gaining higher privileges. The other options are not the primary goals of running containers in rootless mode.,				
Which of the following is a specific example of a container management tool that could be exploited by adversaries for malicious purposes?,Docker,Kubernetes,Podman,All of the above,D,The provided text mentions Docker and Podman as container management tools that adversaries could exploit. Kubernetes is also a container orchestration platform that could be targeted for malicious purposes. Therefore, all of the options represent potential targets for adversary actions.,				
What is a potential indicator of compromise (IOC) related to adversaries creating or modifying container services for malicious purposes?,Presence of containers with unusual resource consumption patterns,Execution of unusual commands within containers,Detection of unauthorized deployments of containers,All of the above,D,All of the provided options are potential indicators of compromise related to adversaries creating or modifying container services for malicious purposes. Unusual resource consumption, execution of unusual commands, and unauthorized deployments all suggest malicious activity within containerized environments.,				
"Why is it important to limit access to container management utilities like ""docker"" or ""podman"" to authorized users?,To prevent unauthorized users from deploying containers,To ensure that only authorized users can modify container configurations,To monitor the usage of container management utilities more effectively,All of the above,D,Limiting access to container management utilities like ""docker"" or ""podman"" to authorized users serves multiple purposes. It prevents unauthorized deployment of containers, restricts modifications of container configurations, and makes monitoring the usage of these utilities more effective by limiting the number of users who have access. "				
What MITRE ATT&CK technique ID and name is associated with the abuse of sudo and sudo caching for privilege escalation?,T1548.003 - Abuse Elevation Control Mechanism,T1068 - Command and Scripting Interpreter,T1548 - Abuse Elevation Control Mechanism,T1068.002 -  Sudo,B,The provided text specifically describes the abuse of sudo and sudo caching, which falls under the MITRE ATT&CK technique T1548 - Abuse Elevation Control Mechanism.,				
What is the purpose of the tty_tickets variable in the sudo configuration?,To enforce a password prompt for every sudo command execution,To prevent password caching across different terminal sessions,To limit the number of concurrent sudo sessions,To disable sudo functionality entirely,B,The tty_tickets variable isolates sudo timeout settings per terminal session, preventing credential reuse across different terminals.,				
Which of the following is NOT a mitigation strategy for the abuse of sudo and sudo caching?,Enabling tty_tickets,Setting timestamp_timeout to 0,Disabling logging of sudo commands,Strictly editing the sudoers file,C,Disabling logging of sudo commands would hinder detection and investigation efforts. All other options are valid mitigation strategies.,				
What is the significance of the /var/db/sudo timestamp in the context of sudo caching?,It indicates the last time the system was booted,It stores the user's password for sudo commands,It represents the time elapsed since the last successful sudo execution,It determines the interval for password prompt re-appearance,C,The /var/db/sudo timestamp is used to determine if the sudo password prompt should be re-displayed based on the timestamp_timeout setting.,				
Which of the following malware families is mentioned in the text as exploiting the sudoers file to achieve privilege escalation?,Cobalt Strike,Dok,Proton,All of the above,D,The text explicitly mentions that Cobalt Strike, Dok, and Proton all utilize or modify the sudoers file for privilege escalation purposes.,				
Which MITRE ATT&CK platform is primarily affected by the abuse of sudo and sudo caching?,Enterprise,ICS,Mobile,All of the above,A,The text focuses on Linux and MacOS systems, indicating the primary platform affected is Enterprise.,				
What is the impact of disabling tty_tickets on sudo functionality?,It forces password prompts for every sudo command execution,It eliminates the need for a password for sudo commands,It allows sudo commands to be executed from any terminal without password prompt,It prevents sudo commands from being executed,C,Disabling tty_tickets enables sudo command execution from any terminal session without re-prompting for a password.,				
What is a key difference between sudo and sudoers?,Sudo is a command, while sudoers is a configuration file,Sudo allows privilege escalation, while sudoers does not,Sudo operates on macOS, while sudoers operates on Linux,Sudo is a vulnerability, while sudoers is a mitigation,A,Sudo is the command used to execute commands with elevated privileges, while sudoers is the configuration file that defines user permissions and rules for sudo.,				
Which of the following detection methods could be used to identify the potential abuse of sudo and sudo caching?,Monitoring executed commands with sudo,Analyzing system logs for changes to sudo configuration files,Monitoring process creation events for elevated privileges,All of the above,D,All mentioned options are effective detection methods for identifying potential abuse of sudo and sudo caching.,				
In the context of the sudoers file, what does NOPASSWD: ALL signify?,It grants unrestricted access to all commands without password prompt,It sets a password timeout for sudo commands,It limits sudo functionality to specific commands,It requires a password for every sudo command,A,The NOPASSWD: ALL directive in the sudoers file allows users to execute all commands without requiring a password prompt.,				
What is a potential malicious outcome of an adversary modifying domain or tenant policy settings?,,Changing the trust settings for domains.,Temporarily modifying domain policy and then reverting the change.,Adding a new federated identity provider.,All of the above.,D,Modifying domain or tenant policy settings can lead to various malicious outcomes, including changing trust settings, temporarily modifying policy and then reverting the change, and adding a new federated identity provider.				
What technique ID and name from the MITRE ATT&CK framework describes the adversary action of modifying domain or tenant policy settings?,,T1134, Domain or Tenant Policy Modification,,T1556, Create Accounts,,T1559, Modify Permissions,,T1543, Steal or Forge Credentials,,A,T1134, Domain or Tenant Policy Modification, accurately describes the adversary action of modifying domain or tenant policy settings to evade defenses and/or escalate privileges.				
Which of the following is NOT a recommended mitigation for Domain or Tenant Policy Modification attacks?,,Identify and correct GPO permissions abuse opportunities.,Use least privilege and protect administrative access to the Domain Controller and Active Directory Federation Services (AD FS) server.,Create service accounts with administrative privileges.,Consider implementing WMI and security filtering.,C,Creating service accounts with administrative privileges directly contradicts the principle of least privilege and increases the risk of unauthorize	d access	an	d potential misuse.	
Which event ID can be used to monitor for unexpected deletion of an Active Directory object?,,Windows EID 5141,,Windows EID 5137,,Windows EID 4718,,Windows EID 4719,,A,Windows EID 5141 specifically tracks events related to the unexpected deletion of Active Directory objects, enabling security teams to monitor for suspicious activities.				
Which of the following actions should be monitored for potential Domain or Tenant Policy Modification attacks in an Okta environment?,,The event system.idp.lifecycle.create,,User sign-ins from a third-party identity provider,,Changes to the Active Directory Federation Services (AD FS) server configuration,,All of the above,,D,Monitoring all the listed actions (system.idp.lifecycle.create, user sign-ins from a third-party identity provider, and changes to AD FS configuration) provides a comprehensive approach to detecting potential policy modification	attacks	in	an Okta environmen	t.
Which of the following tools can be used to identify and correct GPO permissions abuse opportunities?,,BloodHound (version 1.5.1 and later),,Splunk,,Sysmon,,Nessus,,A,BloodHound (version 1.5.1 and later) is specifically designed to identify and visualize relationships within Active Directory, including GPO permissions, helping security professionals identify potential abuse opportunities.				
What is a common tactic used by adversaries to evade detection after modifying domain or tenant policy settings?,,They temporarily modify the policy, carry out their malicious actions, and then revert the change.,They use advanced evasion techniques to bypass security controls.,They leverage zero-day vulnerabilities to gain access.,They create a new service account with administrative privileges.,A,Adversaries often revert policy changes after completing their malicious actions to remove suspicious indicators and evade detection, making this a common	tactic	for	bypassing security	measures.
What security principle is recommended to mitigate the risk of Domain or Tenant Policy Modification attacks by limiting the access rights of users and service accounts?,,Least Privilege,,Data Loss Prevention (DLP),,Multi-Factor Authentication (MFA),,Zero Trust,,A,The principle of Least Privilege mandates granting users and service accounts only the minimum necessary permissions to perform their tasks, reducing the impact of potential compromise and minimizing attack surface.				
Which of the following is NOT a potential indicator of Domain or Tenant Policy Modification attacks?,,Changes to domain trust settings.,Changes to user account attributes like credentials or status.,Changes to Active Directory object permissions.,Unexpected login attempts from a new user account.,D,Unexpected login attempts from a new user account are more indicative of credential theft or unauthorized access rather than a direct modification of domain or tenant policy settings.				
What is a critical step in detecting and mitigating Domain or Tenant Policy Modification attacks in cloud environments?,,Monitor changes to cloud-based directory services and identity tenants.,Implement strong password policies.,Use multi-factor authentication for user accounts.,Enforce least privilege access controls.,A,Monitoring changes to cloud-based directory services and identity tenants is crucial for detecting any modifications that could indicate malicious activity related to domain or tenant policy, enabling timely mitigation.				
What is the primary purpose of Group Policy Objects (GPOs) in an Active Directory environment, according to the text?,Centralized management of user and computer settings,Control access to network resources,Enforce security policies across the network,Configure authentication methods,A,Centralized management of user and computer settings,GPOs are designed to provide a centralized mechanism for managing user and computer settings within an Active Directory environment.,				
Which of the following is NOT a potential malicious activity that can be achieved by modifying Group Policy Objects (GPOs)?,Disable or Modify Tools,Service Execution,Credential Harvesting,Create Account,C,Credential Harvesting,The text focuses on how GPOs can be used for actions like disabling tools, service execution, account creation, and scheduled task manipulation. Credential harvesting is not directly mentioned in the context of GPO modifications.,				
"What technique ID and name from MITRE ATT&CK are relevant to the use of Group Policy Objects (GPOs) to subvert discretionary access controls?,T1486,Data Access,T1135,Data from Local System,T1546.002,Domain Policy Modification,T1083,Command and Scripting Interpreter,C,T1546.002,Domain Policy Modification,The text directly states that modifying GPOs to subvert access controls falls under the MITRE ATT&CK technique T1546.002, ""Domain Policy Modification."" This technique is used to manipulate domain policies for malicious purposes.,"				
Which of the following tools can be used to identify potential GPO permissions abuse opportunities, as mentioned in the text?,BloodHound,Splunk,Wireshark,Elasticsearch,A,BloodHound,The text specifically mentions using BloodHound (version 1.5.1 and later) to identify GPO permissions abuse opportunities.,				
According to the text, what is a potential indicator of malicious GPO modifications?,Unexpected deletion of an Active Directory object,Changes in network traffic patterns,Abnormal user login attempts,Unusual file system activity,A,Unexpected deletion of an Active Directory object,The text suggests monitoring for unexpected deletions of Active Directory objects (Windows EID 5141) as a potential indicator of malicious GPO modifications.,				
What is the purpose of using WMI and security filtering when configuring Group Policy Objects (GPOs)?,To enhance performance of GPO application,To restrict the application of GPOs to specific users and computers,To enforce strong password policies on user accounts,To detect and prevent malicious GPO modifications,B,To restrict the application of GPOs to specific users and computers,The text mentions using WMI and security filtering to further tailor which users and computers a GPO will apply to, thus restricting its application to specific targets.,				
Which of the following is NOT a real-world example of an adversary leveraging Group Policy Objects (GPOs) for malicious purposes, as mentioned in the text?,HermeticWiper,Sandworm Team,Lazarus Group,Cinnamon Tempest,C,Lazarus Group,The text provides examples of adversaries like Sandworm Team, Cinnamon Tempest, HermeticWiper, and others using GPOs. Lazarus Group is not explicitly mentioned in this context.,				
Which of the following security measures is most effective in preventing malicious GPO modifications?,Enabling two-factor authentication for domain administrators,Implementing a strong password policy for all users,Auditing and monitoring GPO changes,Disabling Group Policy functionality on all domain controllers,C,Auditing and monitoring GPO changes,While other measures are important, auditing and monitoring GPO changes specifically targets the potential for malicious modifications. It provides visibility into any unauthorized changes, enabling timely detection and response.,				
What is the main defense strategy suggested by the text for mitigating malicious GPO modifications?,Leveraging advanced endpoint detection and response (EDR) solutions,Regularly reviewing and updating security policies,Implementing network segmentation and isolation,Identifying and correcting GPO permissions abuse opportunities,D,Identifying and correcting GPO permissions abuse opportunities,The text explicitly emphasizes the importance of identifying and correcting GPO permissions abuse opportunities as a key defensive strategy.,				
Which of the following Windows Event IDs is associated with the creation of a new Active Directory object, as mentioned in the text?,5141,5137,5136,5142,B,5137,The text mentions monitoring for newly constructed Active Directory objects, such as Windows EID 5137. This event ID is specifically associated with the creation of new objects within Active Directory.				
What is a primary mitigation strategy against adversaries exploiting domain or tenant policy modifications?  ,Use strong passwords and two-factor authentication.,Implement the principle of least privilege for administrative access.,Restrict access to domain trusts and identity tenants to specific users.,Regularly review and update domain trust settings.,B,The principle of least privilege limits the scope of potential damage from compromised accounts, making it a more effective mitigation than the other options.,				
